id,hf_split,reference_text_raw,reference_text_alt_raw,pred_text_raw,reference_text_clean,pred_text_clean,latency_sec,detected_language,language_probability,sampling_rate,status
1740,test,pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini,Pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini.,"Pertunjukan, suara, dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak-anak di kawasan ini.",pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak anak di kawasan ini,pertunjukan suara dan cahaya piramida merupakan salah satu atraksi paling menarik bagi anak anak di kawasan ini,0.45358943939208984,id,1,16000,ok
1976,test,batsmen tingkat menengah sachin tendulkar dan rahul dravid tampil dengan baik dan menjadi mitra seratus kali run,"Batsmen tingkat menengah, Sachin Tendulkar dan Rahul Dravid, tampil dengan baik dan menjadi mitra seratus kali run.","Butchman, tintang menengah, sasin pen vulkar dan rahul grafit, tampil dengan baik dan menjadi mitra status kaliran.",batsmen tingkat menengah sachin tendulkar dan rahul dravid tampil dengan baik dan menjadi mitra seratus kali run,butchman tintang menengah sasin pen vulkar dan rahul grafit tampil dengan baik dan menjadi mitra status kaliran,0.4620630741119385,id,1,16000,ok
1778,test,laporan televisi menunjukkan bahwa asap putih berasal dari pembangkit listrik tersebut,Laporan televisi menunjukkan bahwa asap putih berasal dari pembangkit listrik tersebut.,Laporan televisi menunjukkan bahwa asap putih berasal dari pembangkit listrik tersebut.,laporan televisi menunjukkan bahwa asap putih berasal dari pembangkit listrik tersebut,laporan televisi menunjukkan bahwa asap putih berasal dari pembangkit listrik tersebut,0.44124388694763184,id,1,16000,ok
1679,test,aerosmith meniadakan konser tur mereka yang tersisa,Aerosmith meniadakan konser tur mereka yang tersisa.,Arrow Smith menyatakan konser tur mereka yang tersisa.,aerosmith meniadakan konser tur mereka yang tersisa,arrow smith menyatakan konser tur mereka yang tersisa,0.4474639892578125,id,1,16000,ok
1711,test,teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,"Teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal, dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu.","Teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal, dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu.",teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,teori ini menganalisis karakteristik orang yang membuat mereka menginginkan suatu hal dan faktor dalam lingkungan yang membuat mereka melakukan atau tidak melakukan hal tertentu,0.4728207588195801,id,1,16000,ok
1789,test,nominasi yang lain mencakup gambar terbaik sutradara terbaik sinematografi terbaik desain kostum terbaik penyuntingan film terbaik skor orisinalitas desain produksi terbaik penyuntingan suara terbaik pemaduan suara terbaik dan skenario asli terbaik,"Nominasi yang lain mencakup Gambar Terbaik, Sutradara Terbaik, Sinematografi Terbaik, Desain Kostum Terbaik, Penyuntingan Film Terbaik, Skor Orisinalitas, Desain Produksi Terbaik, Penyuntingan Suara Terbaik, Pemaduan Suara Terbaik, dan Skenario Asli Terbaik.","Kombinasi yang lain mencapuh gambar terbaik, suprada terbaik, sinematograf terbaik, desain kostum terbaik, penyuntingan film terbaik, skor audisionalitas, desain produksi terbaik, penyuntingan suara terbaik, pemanduan suara terbaik, dan skenario asli terbaik.",nominasi yang lain mencakup gambar terbaik sutradara terbaik sinematografi terbaik desain kostum terbaik penyuntingan film terbaik skor orisinalitas desain produksi terbaik penyuntingan suara terbaik pemaduan suara terbaik dan skenario asli terbaik,kombinasi yang lain mencapuh gambar terbaik suprada terbaik sinematograf terbaik desain kostum terbaik penyuntingan film terbaik skor audisionalitas desain produksi terbaik penyuntingan suara terbaik pemanduan suara terbaik dan skenario asli terbaik,0.5583739280700684,id,1,16000,ok
1821,test,korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka,Korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka.,Korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka.,korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka,korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka,0.4464404582977295,id,1,16000,ok
1788,test,usa gymnastics mendukung surat dari komite olimpiade amerika serikat dan menerima kebutuhan mutlak keluarga olimpiade dalam mempromosikan lingkungan yang aman bagi seluruh atlet kita,USA Gymnastics mendukung surat dari Komite Olimpiade Amerika Serikat dan menerima kebutuhan mutlak keluarga Olimpiade dalam mempromosikan lingkungan yang aman bagi seluruh atlet kita.,USA Gymnastics mendukung surat dari Komite Olimpiade Amerika Serikat dan menerima kebutuhan mutlak keluarga Olimpiade dalam memperomosikan lingkungan yang aman bagi seluruh atlet kita.,usa gymnastics mendukung surat dari komite olimpiade amerika serikat dan menerima kebutuhan mutlak keluarga olimpiade dalam mempromosikan lingkungan yang aman bagi seluruh atlet kita,usa gymnastics mendukung surat dari komite olimpiade amerika serikat dan menerima kebutuhan mutlak keluarga olimpiade dalam memperomosikan lingkungan yang aman bagi seluruh atlet kita,0.5966086387634277,id,1,16000,ok
1755,test,sebuah bom meledak di luar kantor gubernur,Sebuah bom meledak di luar kantor gubernur.,Sebobo meledak di luar kantor gubernur.,sebuah bom meledak di luar kantor gubernur,sebobo meledak di luar kantor gubernur,0.4225888252258301,id,1,16000,ok
1727,test,anak-anak liar mungkin pernah mengalami pelecehan atau trauma berat sebelum ditelantarkan atau melarikan diri,Anak-anak liar mungkin pernah mengalami pelecehan atau trauma berat sebelum ditelantarkan atau melarikan diri.,Anak-anak liar mungkin pernah mengalami pelecehan atau trauma berat sebelum dipelantarkan atau melarikan diri.,anak anak liar mungkin pernah mengalami pelecehan atau trauma berat sebelum ditelantarkan atau melarikan diri,anak anak liar mungkin pernah mengalami pelecehan atau trauma berat sebelum dipelantarkan atau melarikan diri,0.5343267917633057,id,1,16000,ok
1982,test,perempuan wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah terlepas dari status perkawinan mereka yang sebenarnya,"Perempuan: Wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah, terlepas dari status perkawinan mereka yang sebenarnya.","Perempuan, wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah, terlepas dari status perkawinan mereka yang sebenarnya.",perempuan wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah terlepas dari status perkawinan mereka yang sebenarnya,perempuan wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah terlepas dari status perkawinan mereka yang sebenarnya,0.4638669490814209,id,1,16000,ok
1871,test,di iklim hangat timur tengah rumah tidak begitu penting,"Di iklim hangat Timur Tengah, rumah tidak begitu penting.","Di iklim hangat timur tengah, rumah tidak begitu penting.",di iklim hangat timur tengah rumah tidak begitu penting,di iklim hangat timur tengah rumah tidak begitu penting,0.4365403652191162,id,1,16000,ok
1942,test,kita membuat rumah dari tanaman dan membuat pakaian dari tanaman kebanyakan makanan yang kita makan ialah tumbuhan tanpa tumbuhan hewan tidak bisa bertahan hidup,"Kita membuat rumah dari tanaman dan membuat pakaian dari tanaman. Kebanyakan makanan yang kita makan ialah tumbuhan. Tanpa tumbuhan, hewan tidak bisa bertahan hidup.","Kita membuat rumah dari tanaman dan membuat pakaian dari tanaman. Kebanyakan makanan yang kita makan ialah tumbuhan. Tanpa tumbuhan, hewan tidak bisa bertahan hidup.",kita membuat rumah dari tanaman dan membuat pakaian dari tanaman kebanyakan makanan yang kita makan ialah tumbuhan tanpa tumbuhan hewan tidak bisa bertahan hidup,kita membuat rumah dari tanaman dan membuat pakaian dari tanaman kebanyakan makanan yang kita makan ialah tumbuhan tanpa tumbuhan hewan tidak bisa bertahan hidup,0.4614889621734619,id,1,16000,ok
1779,test,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdoäÿan,"Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki, Recep Tayyip ErdoÄŸan.","Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki, Recep Tayyip Erdogan.",pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdo an,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdogan,0.4493563175201416,id,1,16000,ok
1779,test,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdoäÿan,"Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki, Recep Tayyip ErdoÄŸan.","Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki, Recep Tayyip Erdogan.",pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdo an,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdogan,0.4660916328430176,id,1,16000,ok
1835,test,"tidak ada peringatan tsunami yang dikeluarkan dan menurut balai besar meteorologi klimatologi dan geofisika tidak ada peringatan tsunami yang akan dikeluarkan karena gempa tidak mencapai persyaratan kekuatan yaitu sebesar 6,5","Tidak ada peringatan tsunami yang dikeluarkan, dan menurut Balai Besar Meteorologi Klimatologi Dan Geofisika, tidak ada peringatan tsunami yang akan dikeluarkan karena gempa tidak mencapai persyaratan kekuatan, yaitu sebesar 6,5.","Tidak ada peringatan tsunami yang dikeluarkan, dan menurut balai besar meteorologi, klimatologi, dan geofisika, tidak ada peringatan tsunami yang akan dikeluarkan karena gempa tidak mencapai persyaratan kekuatan, yaitu sebesar 6,5.",tidak ada peringatan tsunami yang dikeluarkan dan menurut balai besar meteorologi klimatologi dan geofisika tidak ada peringatan tsunami yang akan dikeluarkan karena gempa tidak mencapai persyaratan kekuatan yaitu sebesar 6 5,tidak ada peringatan tsunami yang dikeluarkan dan menurut balai besar meteorologi klimatologi dan geofisika tidak ada peringatan tsunami yang akan dikeluarkan karena gempa tidak mencapai persyaratan kekuatan yaitu sebesar 6 5,0.5324974060058594,id,1,16000,ok
1713,test,meskipun goma cukup aman setiap kunjungan di luar goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di provinsi kivu utara,"Meskipun Goma cukup aman, setiap kunjungan di luar Goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di Provinsi Kivu Utara.","Meskipun Guma cukup aman, setiap kunjungan di luar Guma harus diteliti guna memahami keadaan pertempuran yang berlanjut di Provinsi Kifu Utara.",meskipun goma cukup aman setiap kunjungan di luar goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di provinsi kivu utara,meskipun guma cukup aman setiap kunjungan di luar guma harus diteliti guna memahami keadaan pertempuran yang berlanjut di provinsi kifu utara,0.4462623596191406,id,1,16000,ok
1842,test,karena bulu dinosaurus tidak memiliki batang yang berkembang dengan baik yang disebut rachis tetapi memiliki ciri yang lain â€” duri dan barbule â€” peneliti berkesimpulan bahwa rachis mungkin merupakan perkembangan evolusi lebih akhir dibanding ciri-ciri lainnya,"Karena bulu dinosaurus tidak memiliki batang yang berkembang dengan baik, yang disebut rachis, tetapi memiliki ciri yang lain â€” duri dan barbule â€” peneliti berkesimpulan bahwa rachis mungkin merupakan perkembangan evolusi lebih akhir dibanding ciri-ciri lainnya.","Karena bulu dinosaurus tidak memiliki batang yang berkembang dengan baik, yang disebut racis, tetapi memiliki ciri yang lain, duri dan barbul, peneliti berkesimpulan bahwa racis mungkin merupakan perkembangan evolusi lebih akhir dibanding ciri-ciri lainnya.",karena bulu dinosaurus tidak memiliki batang yang berkembang dengan baik yang disebut rachis tetapi memiliki ciri yang lain duri dan barbule peneliti berkesimpulan bahwa rachis mungkin merupakan perkembangan evolusi lebih akhir dibanding ciri ciri lainnya,karena bulu dinosaurus tidak memiliki batang yang berkembang dengan baik yang disebut racis tetapi memiliki ciri yang lain duri dan barbul peneliti berkesimpulan bahwa racis mungkin merupakan perkembangan evolusi lebih akhir dibanding ciri ciri lainnya,0.47602224349975586,id,1,16000,ok
1669,test,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,Pengawas polisi Chandra Shekhar Solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup.,Pengawas polisi Chandra Shekhar Solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup.,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,0.4557323455810547,id,1,16000,ok
1860,test,kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian,Kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian.,Kantor gubernur menyatakan sembilan belas orang yang terluka merupakan aparat kepolisian.,kantor gubernur mengatakan sembilan belas orang yang terluka merupakan aparat kepolisian,kantor gubernur menyatakan sembilan belas orang yang terluka merupakan aparat kepolisian,0.43602991104125977,id,1,16000,ok
1779,test,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdoäÿan,"Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki, Recep Tayyip ErdoÄŸan.",Pengumuman itu dibuat setelah Trump melakukan percakapan telepon dengan Presiden Turki Recep Tayyip Erdogan.,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdo an,pengumuman itu dibuat setelah trump melakukan percakapan telepon dengan presiden turki recep tayyip erdogan,0.4411797523498535,id,1,16000,ok
1857,test,"""ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan tanggung jawab dan kemampuannya. ","""Ia menambahkan bahwa ""mereka seharusnya tidak, tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan, tanggung jawab, dan kemampuannya."" ""","Ia menambahkan bahwa mereka seharusnya tidak, tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan, tanggung jawab, dan kemampuannya.",ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan tanggung jawab dan kemampuannya,ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan tanggung jawab dan kemampuannya,0.4633169174194336,id,1,16000,ok
1871,test,di iklim hangat timur tengah rumah tidak begitu penting,"Di iklim hangat Timur Tengah, rumah tidak begitu penting.","Di iklim hangat timur tengah, rumah tidak begitu penting.",di iklim hangat timur tengah rumah tidak begitu penting,di iklim hangat timur tengah rumah tidak begitu penting,0.4365651607513428,id,1,16000,ok
1971,test,angin kencang hujan es curah hujan yang berlebihan dan kebakaran hutan adalah bentuk dan efek dari cuaca buruk seperti badai petir tornado puting beliung dan siklon,"Angin kencang, hujan es, curah hujan yang berlebihan, dan kebakaran hutan adalah bentuk dan efek dari cuaca buruk, seperti badai petir, tornado, puting beliung, dan siklon.","Angin kencang, hujan es, curah hujan yang berlebihan, dan kebakaran hutan adalah bentuk dari efek dari cuaca buruk seperti badai petir, tornado, puting beliung, dan siklon.",angin kencang hujan es curah hujan yang berlebihan dan kebakaran hutan adalah bentuk dan efek dari cuaca buruk seperti badai petir tornado puting beliung dan siklon,angin kencang hujan es curah hujan yang berlebihan dan kebakaran hutan adalah bentuk dari efek dari cuaca buruk seperti badai petir tornado puting beliung dan siklon,0.46560001373291016,id,1,16000,ok
1837,test,kritik liberal terkait upaya rekonstruksi difokuskan pada pemberian kontrak rekonstruksi kepada orang dalam washington,Kritik liberal terkait upaya rekonstruksi difokuskan pada pemberian kontrak rekonstruksi kepada orang dalam Washington.,Kritik Liberal terkait upaya rekonstruksi difokuskan pada pemberian kontrak rekonstruksi kepada orang dalam Washington.,kritik liberal terkait upaya rekonstruksi difokuskan pada pemberian kontrak rekonstruksi kepada orang dalam washington,kritik liberal terkait upaya rekonstruksi difokuskan pada pemberian kontrak rekonstruksi kepada orang dalam washington,0.4577181339263916,id,1,16000,ok
1661,test,dia tidak menetapkan angka terkait pemotongan dia mengatakan hal tersebut akan didasarkan pada hasil ekonomi china,"Dia tidak menetapkan angka terkait pemotongan, dia mengatakan hal tersebut akan didasarkan pada hasil ekonomi China.","Dia tidak menetapkan angka terkait pemotongan, dia mengatakan hal tersebut akan didasarkan pada hasil ekonomi Cina.",dia tidak menetapkan angka terkait pemotongan dia mengatakan hal tersebut akan didasarkan pada hasil ekonomi china,dia tidak menetapkan angka terkait pemotongan dia mengatakan hal tersebut akan didasarkan pada hasil ekonomi cina,0.46027159690856934,id,1,16000,ok
1939,test,selain itu setelah revolusi tersebut lowongan pekerjaan dibuka untuk semua pelamar laki-laki membuka peluang kesuksesan bagi mereka yang paling ambisius,"Selain itu, setelah revolusi tersebut, lowongan pekerjaan dibuka untuk semua pelamar laki-laki, membuka peluang kesuksesan bagi mereka yang paling ambisius.","Selain itu, setelah revolusi tersebut, lawongan pekerjaan dibuka untuk semua pelamar laki-laki, membuka peluang kesuksesan bagi mereka yang paling ambisius.",selain itu setelah revolusi tersebut lowongan pekerjaan dibuka untuk semua pelamar laki laki membuka peluang kesuksesan bagi mereka yang paling ambisius,selain itu setelah revolusi tersebut lawongan pekerjaan dibuka untuk semua pelamar laki laki membuka peluang kesuksesan bagi mereka yang paling ambisius,0.6175351142883301,id,1,16000,ok
1685,test,sebagai contoh format fotografi yang paling umum di dunia adalah 35 mm yang merupakan ukuran film dominan saat berakhirnya era film analog,"Sebagai contoh, format fotografi yang paling umum di dunia adalah 35 mm, yang merupakan ukuran film dominan saat berakhirnya era film analog.","Sebagai contoh, format fotografi yang paling umum di dunia adalah 35mm, yang merupakan huran film dominan saat berakhirnya era film analog.",sebagai contoh format fotografi yang paling umum di dunia adalah 35 mm yang merupakan ukuran film dominan saat berakhirnya era film analog,sebagai contoh format fotografi yang paling umum di dunia adalah 35mm yang merupakan huran film dominan saat berakhirnya era film analog,0.4694805145263672,id,1,16000,ok
1954,test,pertahanan mereka yang disiplin keterampilan menguasai bola dan kerja tim yang luar biasa membuat mereka menonjol dan jelas ini tim yang harus ditaklukkan,"Pertahanan mereka yang disiplin, keterampilan menguasai bola dan kerja tim yang luar biasa membuat mereka menonjol dan jelas ini tim yang harus ditaklukkan.","Pertahanan mereka yang disiplin, keterampilan menguasai bola dan kerja tim yang luar biasa membuat mereka menonjol dan jelas ini tim yang harus ditaklukkan.",pertahanan mereka yang disiplin keterampilan menguasai bola dan kerja tim yang luar biasa membuat mereka menonjol dan jelas ini tim yang harus ditaklukkan,pertahanan mereka yang disiplin keterampilan menguasai bola dan kerja tim yang luar biasa membuat mereka menonjol dan jelas ini tim yang harus ditaklukkan,0.4561915397644043,id,1,16000,ok
1878,test,otoritas pusat gereja telah berada di roma selama lebih dari seribu tahun dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,"Otoritas pusat gereja telah berada di Roma selama lebih dari seribu tahun, dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi.","Otoritas pusat gereja telah berada di Roma selama lebih dari seribu tahun, dan pemusatare kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi.",otoritas pusat gereja telah berada di roma selama lebih dari seribu tahun dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,otoritas pusat gereja telah berada di roma selama lebih dari seribu tahun dan pemusatare kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,0.5312731266021729,id,1,16000,ok
2009,test,sumber nabati yang paling mudah diperoleh adalah protein yang ada di daun dan kacang-kacangan tetapi sulit dicerna bagi primata seperti kita kecuali jika sudah dimasak,"Sumber nabati yang paling mudah diperoleh adalah protein yang ada di daun dan kacang-kacangan, tetapi sulit dicerna bagi primata seperti kita, kecuali jika sudah dimasak.","Sumber napati yang paling mudah diperoleh adalah protein yang ada di daun dan kacang-acangan, tetapi sulit dicerna bagi pirimata seperti kita kecuali jika sudah dimasak.",sumber nabati yang paling mudah diperoleh adalah protein yang ada di daun dan kacang kacangan tetapi sulit dicerna bagi primata seperti kita kecuali jika sudah dimasak,sumber napati yang paling mudah diperoleh adalah protein yang ada di daun dan kacang acangan tetapi sulit dicerna bagi pirimata seperti kita kecuali jika sudah dimasak,0.5789003372192383,id,1,16000,ok
1853,test,giancarlo fisichella kehilangan kendali mobilnya dan mengakhiri balapan saat baru dimulai,Giancarlo Fisichella kehilangan kendali mobilnya dan mengakhiri balapan saat baru dimulai.,Giancarlo Vicicela kehilangan kendali mobilnya dan mengakhiri balapan saat baru dimulai.,giancarlo fisichella kehilangan kendali mobilnya dan mengakhiri balapan saat baru dimulai,giancarlo vicicela kehilangan kendali mobilnya dan mengakhiri balapan saat baru dimulai,0.5450141429901123,id,1,16000,ok
1707,test,ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan sanparks,Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan Taman Nasional Afrika Selatan (SANParks).,Ini adalah salah satu atraksi utama Afrika Selatan dan dianggap sebagai andalan taman nasional Afrika Selatan atau sandpap.,ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan sanparks,ini adalah salah satu atraksi utama afrika selatan dan dianggap sebagai andalan taman nasional afrika selatan atau sandpap,0.4575352668762207,id,1,16000,ok
1695,test,makan malam sederhana yang populer terutama selama musim panas adalah pa amb oli roti dengan minyak zaitun tomat dan bumbu apa pun yang tersedia seperti keju tuna dan lain-lain,"Makan malam sederhana yang populer, terutama selama musim panas adalah Pa amb Oli: Roti dengan minyak zaitun, tomat, dan bumbu apa pun yang tersedia seperti keju, tuna, dan lain-lain.","Makan malam sederhana yang populer, terutama selama musim panas, adalah pa-amp-oli, roti dengan minyak caitun, tomat, dan bumbu apa pun yang tersedia seperti keju, tuna, dan lain-lain.",makan malam sederhana yang populer terutama selama musim panas adalah pa amb oli roti dengan minyak zaitun tomat dan bumbu apa pun yang tersedia seperti keju tuna dan lain lain,makan malam sederhana yang populer terutama selama musim panas adalah pa amp oli roti dengan minyak caitun tomat dan bumbu apa pun yang tersedia seperti keju tuna dan lain lain,0.47990846633911133,id,1,16000,ok
1963,test,menyetrika pakaian lembap bisa membantunya cepat kering banyak hotel memiliki setrika dan papan setrika yang tersedia untuk dipinjamkan bahkan apabila tidak tersedia di kamar,"Menyetrika pakaian lembap bisa membantunya cepat kering. Banyak hotel memiliki setrika dan papan setrika yang tersedia untuk dipinjamkan, bahkan apabila tidak tersedia di kamar.","Menyetrika pakaian lembar bisa membantunya cepat kering. Banyak hotel memiliki setrika dan papan setrika yang tersedia untuk dipinjamkan, bahkan apabila tidak tersedia di kamar.",menyetrika pakaian lembap bisa membantunya cepat kering banyak hotel memiliki setrika dan papan setrika yang tersedia untuk dipinjamkan bahkan apabila tidak tersedia di kamar,menyetrika pakaian lembar bisa membantunya cepat kering banyak hotel memiliki setrika dan papan setrika yang tersedia untuk dipinjamkan bahkan apabila tidak tersedia di kamar,0.46176862716674805,id,1,16000,ok
1686,test,akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,"Akibatnya, proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan.","Akibatnya, proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan.",akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,akibatnya proses suatu organisasi yang bekerja sama mengatasi masalah dapat memunculkan proses inovatif yang baru guna melayani kebutuhan pelanggan,0.4630551338195801,id,1,16000,ok
1801,test,deretan gedung yang menjadikan kaki langit hong kong mirip dengan diagram batang berkilauan makin diperjelas oleh pantulannya di pelabuhan victoria,Deretan gedung yang menjadikan kaki langit Hong Kong mirip dengan diagram batang berkilauan makin diperjelas oleh pantulannya di Pelabuhan Victoria.,Deretan gedung yang menjadikan kaki langit Hong Kong mirip dengan diagram batang berkilauan makin diperjelas oleh pantulannya di Pelabuhan Victoria.,deretan gedung yang menjadikan kaki langit hong kong mirip dengan diagram batang berkilauan makin diperjelas oleh pantulannya di pelabuhan victoria,deretan gedung yang menjadikan kaki langit hong kong mirip dengan diagram batang berkilauan makin diperjelas oleh pantulannya di pelabuhan victoria,0.5079324245452881,id,1,16000,ok
1758,test,kepulauan ini terletak 120 km dari utara semenanjung pulau terbesar adalah pulau king george yang memiliki pemukiman villa las estrellas,Kepulauan ini terletak 120 km dari utara Semenanjung. Pulau terbesar adalah Pulau King George yang memiliki pemukiman Villa Las Estrellas.,Kepulauan ini terletak 120 kilometer dari Utara Seminat Yujung. Pulau terbesar adalah Pulau King George yang memiliki pemukiman Villa las Estelas.,kepulauan ini terletak 120 km dari utara semenanjung pulau terbesar adalah pulau king george yang memiliki pemukiman villa las estrellas,kepulauan ini terletak 120 kilometer dari utara seminat yujung pulau terbesar adalah pulau king george yang memiliki pemukiman villa las estelas,0.5070478916168213,id,1,16000,ok
1736,test,rolando mendoza menembakkan m16 miliknya ke arah para turis,Rolando Mendoza menembakkan M16 miliknya ke arah para turis.,Ronaldo Mendoza menembakkan M-16 miliknya ke arah para turis.,rolando mendoza menembakkan m16 miliknya ke arah para turis,ronaldo mendoza menembakkan m 16 miliknya ke arah para turis,0.5264585018157959,id,1,16000,ok
1987,test,kecelakaan itu terjadi di dataran tinggi pegunungan diyakini penyebabnya adalah tembakan dari musuh,"Kecelakaan itu terjadi di dataran tinggi pegunungan, diyakini penyebabnya adalah tembakan dari musuh.","Kecelakaan itu terjadi di dataran tinggi pegunungan, diakini penyebabnya adalah tembakan dari musuh.",kecelakaan itu terjadi di dataran tinggi pegunungan diyakini penyebabnya adalah tembakan dari musuh,kecelakaan itu terjadi di dataran tinggi pegunungan diakini penyebabnya adalah tembakan dari musuh,0.44325709342956543,id,1,16000,ok
1764,test,jumlah dari orang yang hadir sangatlah banyak sehingga tidak mungkin bagi semuanya untuk mendapatkan akses ke pemakaman di st peter's square,Jumlah dari orang yang hadir sangatlah banyak sehingga tidak mungkin bagi semuanya untuk mendapatkan akses ke pemakaman di St. Peter's Square.,Jumlah dari orang yang hadir sangatlah banyak sehingga tidak mungkin bagi semuanya untuk mendapatkan akses ke pemakaman di Saint Peter's Square.,jumlah dari orang yang hadir sangatlah banyak sehingga tidak mungkin bagi semuanya untuk mendapatkan akses ke pemakaman di st peter s square,jumlah dari orang yang hadir sangatlah banyak sehingga tidak mungkin bagi semuanya untuk mendapatkan akses ke pemakaman di saint peter s square,0.46216297149658203,id,1,16000,ok
